Date,Stock A,Stock B,Stock C,Stock D,Stock E,Stock F,Stock G,Stock H,Stock I,Stock J,Stock K
2020-02-03,58.84000015258789,54.54999923706055,52.7400016784668,30.170000076293945,81.08000183105469,96.58999633789062,63.18000030517578,39.27000045776367,69.19999694824219,100.04000091552734,126.20999908447266
2020-02-04,59.880001068115234,55.119998931884766,52.93000030517578,30.459999084472656,82.61000061035156,99.12000274658203,63.560001373291016,39.779998779296875,68.51000213623047,101.80000305175781,128.50999450683594
2020-02-05,60.9900016784668,55.209999084472656,54.91999816894531,31.06999969482422,83.98999786376953,99.69999694824219,64.06999969482422,39.75,68.79000091552734,103.76000213623047,129.16000366210938
2020-02-06,60.959999084472656,55.900001525878906,54.36000061035156,31.030000686645508,84.26000213623047,100.61000061035156,64.18000030517578,39.91999816894531,68.80999755859375,103.8499984741211,128.8699951171875
2020-02-07,60.09000015258789,55.86000061035156,53.97999954223633,30.920000076293945,83.6500015258789,99.69000244140625,64.26000213623047,39.939998626708984,68.58999633789062,103.04000091552734,128.30999755859375
2020-02-10,60.060001373291016,56.189998626708984,53.709999084472656,31.010000228881836,84.12000274658203,101.04000091552734,64.52999877929688,40.400001525878906,68.8499984741211,103.58999633789062,129.75999450683594
2020-02-11,60.38999938964844,56.130001068115234,54.310001373291016,31.1200008392334,84.44000244140625,100.69999694824219,64.29000091552734,40.88999938964844,69.0999984741211,104.20999908447266,130.77999877929688
2020-02-12,60.720001220703125,56.86000061035156,55.040000915527344,31.139999389648438,85.2300033569336,101.79000091552734,64.26000213623047,41.150001525878906,69.1500015258789,104.33999633789062,132.1199951171875
2020-02-13,60.5,56.869998931884766,54.869998931884766,31.1299991607666,84.75,101.5199966430664,64.63999938964844,41.400001525878906,69.91999816894531,103.8499984741211,131.88999938964844
2020-02-14,60.5099983215332,56.939998626708984,54.58000183105469,31.170000076293945,84.63999938964844,101.95999908447266,64.79000091552734,41.880001068115234,70.38999938964844,103.93000030517578,131.69000244140625
2020-02-18,60.36000061035156,57.31999969482422,54.130001068115234,30.899999618530273,84.16000366210938,101.58000183105469,64.55999755859375,41.84000015258789,70.9800033569336,103.55999755859375,131.67999267578125
2020-02-19,60.52000045776367,57.58000183105469,54.849998474121094,31.1299991607666,84.12999725341797,102.79000091552734,64.48999786376953,41.25,70.20999908447266,104.04000091552734,132.27000427246094
2020-02-20,60.619998931884766,56.9900016784668,54.790000915527344,31.06999969482422,84.01000213623047,101.72000122070312,64.54000091552734,41.709999084472656,70.45999908447266,103.37000274658203,132.32000732421875
2020-02-21,60.34000015258789,56.119998931884766,54.13999938964844,30.770000457763672,83.58999633789062,99.44000244140625,64.6500015258789,41.93000030517578,70.33000183105469,103.43000030517578,130.3000030517578
2020-02-24,58.63999938964844,54.2400016784668,51.63999938964844,29.770000457763672,81.20999908447266,95.33000183105469,63.15999984741211,41.369998931884766,69.51000213623047,100.16999816894531,125.81999969482422
2020-02-25,56.11000061035156,52.790000915527344,49.36000061035156,28.760000228881836,77.9000015258789,92.27999877929688,62.02000045776367,40.33000183105469,68.05000305175781,97.12999725341797,122.45999908447266
2020-02-26,55.91999816894531,52.689998626708984,47.869998931884766,28.549999237060547,77.30999755859375,92.69999694824219,61.66999816894531,39.97999954223633,67.36000061035156,97.12000274658203,121.48999786376953
2020-02-27,53.29999923706055,50.61000061035156,45.310001373291016,27.329999923706055,74.44000244140625,87.69999694824219,59.15999984741211,37.720001220703125,64.33000183105469,93.81999969482422,116.58000183105469
2020-02-28,52.720001220703125,50.7599983215332,45.27000045776367,26.59000015258789,73.08000183105469,88.37000274658203,57.9900016784668,36.790000915527344,62.18000030517578,92.61000061035156,115.83000183105469
2020-03-02,54.97999954223633,52.52000045776367,47.099998474121094,27.950000762939453,75.6500015258789,93.4800033569336,61.09000015258789,38.619998931884766,65.83999633789062,96.94999694824219,119.80999755859375
2020-03-03,54.5,50.790000915527344,45.65999984741211,26.899999618530273,73.80000305175781,89.93000030517578,60.2599983215332,38.59000015258789,65.02999877929688,94.54000091552734,116.91000366210938
2020-03-04,56.7599983215332,52.619998931884766,46.7400016784668,27.790000915527344,76.8499984741211,93.79000091552734,63.220001220703125,40.09000015258789,68.72000122070312,99.98999786376953,120.94999694824219
2020-03-05,54.959999084472656,50.70000076293945,45.029998779296875,26.450000762939453,73.08999633789062,90.83000183105469,62.029998779296875,39.16999816894531,67.66000366210938,97.66999816894531,116.44000244140625
2020-03-06,53.529998779296875,49.81999969482422,42.5,25.549999237060547,72.44999694824219,88.91000366210938,61.540000915527344,38.5,67.11000061035156,97.1500015258789,114.6500015258789
2020-03-09,48.52000045776367,46.5,33.939998626708984,22.809999465942383,65.7699966430664,82.16000366210938,58.86000061035156,35.779998779296875,63.459999084472656,92.0999984741211,107.43000030517578
2020-03-10,50.4900016784668,48.869998931884766,35.54999923706055,24.149999618530273,69.18000030517578,87.63999938964844,60.54999923706055,37.52000045776367,64.05000305175781,95.26000213623047,113.37000274658203
2020-03-11,48.09000015258789,46.77000045776367,33.66999816894531,22.84000015258789,65.12000274658203,83.5,57.58000183105469,35.5099983215332,60.83000183105469,91.62000274658203,107.16999816894531
2020-03-12,43.459999084472656,42.380001068115234,29.469999313354492,20.3700008392334,58.380001068115234,75.3499984741211,52.16999816894531,32.459999084472656,54.689998626708984,84.77999877929688,96.33999633789062
2020-03-13,46.5099983215332,46.189998626708984,32.189998626708984,23.049999237060547,62.939998626708984,84.19000244140625,56.61000061035156,35.310001373291016,57.66999816894531,90.66000366210938,102.30000305175781
2020-03-16,41.38999938964844,40.97999954223633,27.809999465942383,19.889999389648438,55.79999923706055,72.55999755859375,52.77000045776367,29.65999984741211,51.119998931884766,81.72000122070312,89.33999633789062
2020-03-17,43.95000076293945,42.7599983215332,28.0,20.969999313354492,58.369998931884766,77.5,57.220001220703125,31.459999084472656,57.65999984741211,86.8499984741211,92.77999877929688
2020-03-18,41.13999938964844,41.34000015258789,23.979999542236328,19.190000534057617,54.06999969482422,74.58000183105469,55.75,29.25,55.150001525878906,83.97000122070312,87.44999694824219
2020-03-19,42.189998626708984,42.08000183105469,25.610000610351562,19.610000610351562,54.11000061035156,74.8499984741211,53.88999938964844,28.790000915527344,51.939998626708984,82.25,90.5
2020-03-20,40.68000030517578,40.220001220703125,25.860000610351562,18.90999984741211,51.400001525878906,71.41999816894531,50.400001525878906,27.15999984741211,47.81999969482422,79.08999633789062,87.80999755859375
2020-03-23,38.349998474121094,40.31999969482422,23.56999969482422,17.65999984741211,48.77000045776367,70.4000015258789,48.630001068115234,25.459999084472656,44.93000030517578,74.62000274658203,87.52999877929688
2020-03-24,42.86000061035156,42.79999923706055,27.350000381469727,19.850000381469727,54.939998626708984,77.61000061035156,51.11000061035156,27.68000030517578,49.7599983215332,80.37000274658203,95.73999786376953
2020-03-25,43.86000061035156,42.13999938964844,28.639999389648438,20.389999389648438,57.83000183105469,77.51000213623047,50.970001220703125,28.90999984741211,51.029998779296875,81.44000244140625,97.41999816894531
2020-03-26,45.91999816894531,44.540000915527344,30.389999389648438,21.670000076293945,61.47999954223633,82.30999755859375,53.7599983215332,31.1299991607666,55.380001068115234,86.8499984741211,101.44999694824219
2020-03-27,44.2599983215332,42.7599983215332,28.329999923706055,21.010000228881836,58.88999938964844,78.58999633789062,53.5099983215332,31.209999084472656,55.68000030517578,84.98999786376953,98.05000305175781
2020-03-30,45.66999816894531,44.31999969482422,28.6200008392334,21.40999984741211,59.75,81.9000015258789,55.599998474121094,32.02000045776367,57.7400016784668,88.97000122070312,100.0999984741211
2020-03-31,45.040000915527344,44.2400016784668,29.059999465942383,20.81999969482422,59.0099983215332,80.37000274658203,54.470001220703125,31.0,55.40999984741211,88.58000183105469,98.08000183105469
2020-04-01,43.0099983215332,42.47999954223633,27.6200008392334,19.549999237060547,56.349998474121094,76.54000091552734,53.54999923706055,29.1200008392334,52.08000183105469,85.20999908447266,93.69999694824219
2020-04-02,43.65999984741211,43.02000045776367,30.149999618530273,20.040000915527344,57.099998474121094,78.33000183105469,54.91999816894531,29.549999237060547,53.709999084472656,87.56999969482422,94.05000305175781
2020-04-03,42.61000061035156,42.150001525878906,29.829999923706055,19.639999389648438,56.34000015258789,77.12000274658203,55.349998474121094,29.299999237060547,51.790000915527344,86.77999877929688,92.41000366210938
2020-04-06,45.779998779296875,44.93000030517578,31.40999984741211,21.049999237060547,60.2400016784668,83.69999694824219,57.40999984741211,31.420000076293945,55.790000915527344,91.33000183105469,100.0999984741211
2020-04-07,47.0,45.2599983215332,32.08000183105469,21.260000228881836,60.099998474121094,82.94999694824219,56.75,31.43000030517578,55.09000015258789,90.58000183105469,101.58999633789062
2020-04-08,49.29999923706055,46.22999954223633,34.220001220703125,22.190000534057617,62.279998779296875,85.18000030517578,57.59000015258789,33.790000915527344,58.09000015258789,94.30999755859375,104.79000091552734
2020-04-09,51.41999816894531,46.56999969482422,33.90999984741211,23.3799991607666,63.220001220703125,85.19999694824219,58.130001068115234,35.529998779296875,60.83000183105469,94.83000183105469,106.68000030517578
2020-04-13,50.290000915527344,46.63999938964844,33.79999923706055,22.530000686645508,61.369998931884766,85.38999938964844,57.70000076293945,33.900001525878906,58.900001525878906,94.0,106.6500015258789
2020-04-14,50.939998626708984,48.02000045776367,33.63999938964844,22.6299991607666,62.540000915527344,88.97000122070312,60.150001525878906,35.029998779296875,60.630001068115234,97.12000274658203,110.81999969482422
2020-04-15,48.599998474121094,47.56999969482422,32.060001373291016,21.649999618530273,60.810001373291016,87.02999877929688,59.20000076293945,33.68000030517578,58.630001068115234,96.62000274658203,108.38999938964844
2020-04-16,48.31999969482422,47.7599983215332,30.690000534057617,21.270000457763672,60.27000045776367,88.08999633789062,59.59000015258789,33.459999084472656,58.63999938964844,98.7300033569336,109.69000244140625
2020-04-17,50.2599983215332,48.40999984741211,33.95000076293945,22.389999389648438,63.099998474121094,89.26000213623047,60.5,34.540000915527344,60.529998779296875,100.77999877929688,112.93000030517578
2020-04-20,49.02000045776367,47.970001220703125,32.88999938964844,22.0,61.41999816894531,87.83000183105469,59.310001373291016,33.2599983215332,58.2400016784668,99.9800033569336,110.95999908447266
2020-04-21,47.810001373291016,46.459999084472656,32.310001373291016,21.290000915527344,59.970001220703125,84.1500015258789,58.04999923706055,32.77000045776367,57.279998779296875,96.94000244140625,108.08000183105469
2020-04-22,48.75,47.709999084472656,33.459999084472656,21.520000457763672,60.599998474121094,87.38999938964844,58.61000061035156,33.34000015258789,58.95000076293945,98.41999816894531,110.41000366210938
2020-04-23,49.09000015258789,48.04999923706055,34.540000915527344,21.43000030517578,61.08000183105469,86.79000091552734,58.09000015258789,32.959999084472656,57.959999084472656,98.95999908447266,110.37999725341797
2020-04-24,49.86000061035156,48.65999984741211,34.619998931884766,21.739999771118164,61.56999969482422,88.62999725341797,58.709999084472656,33.08000183105469,58.31999969482422,100.29000091552734,112.25
2020-04-27,51.189998626708984,49.060001373291016,35.369998931884766,22.479999542236328,63.099998474121094,89.38999938964844,58.880001068115234,34.040000915527344,58.93000030517578,101.58000183105469,114.3499984741211
2020-04-28,52.13999938964844,48.16999816894531,36.18000030517578,22.719999313354492,64.27999877929688,88.19999694824219,59.209999084472656,34.06999969482422,59.150001525878906,99.52999877929688,114.80000305175781
2020-04-29,53.470001220703125,50.5,38.86000061035156,23.3799991607666,65.51000213623047,91.81999969482422,58.959999084472656,34.15999984741211,58.61000061035156,100.19000244140625,117.33000183105469
2020-04-30,51.880001068115234,50.279998779296875,38.0,22.790000915527344,64.20999908447266,91.41000366210938,58.2599983215332,33.91999816894531,57.2599983215332,99.7300033569336,116.5999984741211
2020-05-01,50.790000915527344,49.58000183105469,35.849998474121094,22.059999465942383,62.27000045776367,88.9000015258789,57.619998931884766,32.880001068115234,55.880001068115234,97.83000183105469,112.23999786376953
2020-05-04,50.970001220703125,49.869998931884766,37.09000015258789,21.860000610351562,61.47999954223633,90.08000183105469,57.59000015258789,32.86000061035156,56.29999923706055,97.77999877929688,112.8499984741211
2020-05-05,51.099998474121094,50.130001068115234,37.119998931884766,21.790000915527344,61.720001220703125,91.31999969482422,57.63999938964844,33.06999969482422,56.7599983215332,99.9000015258789,113.26000213623047
2020-05-06,50.220001220703125,49.9900016784668,36.150001525878906,21.31999969482422,60.869998931884766,92.02999877929688,57.0099983215332,32.459999084472656,54.83000183105469,98.91000366210938,113.23999786376953
2020-05-07,51.25,50.93000030517578,37.09000015258789,21.81999969482422,61.58000183105469,93.41000366210938,56.849998474121094,32.75,55.04999923706055,98.9000015258789,115.0199966430664
2020-05-08,52.47999954223633,51.86000061035156,38.779998779296875,22.290000915527344,63.11000061035156,94.77999877929688,58.119998931884766,33.349998474121094,56.15999984741211,99.41000366210938,117.26000213623047
2020-05-11,51.68000030517578,51.88999938964844,38.099998474121094,21.860000610351562,62.31999969482422,95.41000366210938,58.040000915527344,32.95000076293945,55.91999816894531,101.12000274658203,117.0
2020-05-12,50.88999938964844,50.880001068115234,37.43000030517578,21.290000915527344,60.56999969482422,93.44000244140625,57.54999923706055,31.549999237060547,55.43000030517578,99.58000183105469,114.44000244140625
2020-05-13,49.81999969482422,50.0099983215332,35.72999954223633,20.65999984741211,59.04999923706055,91.83000183105469,57.029998779296875,31.049999237060547,54.959999084472656,98.5,112.47000122070312
2020-05-14,50.43000030517578,50.54999923706055,36.130001068115234,21.190000534057617,59.66999816894531,93.0,56.88999938964844,31.09000015258789,55.54999923706055,99.58000183105469,114.1500015258789
2020-05-15,50.869998931884766,51.25,35.9900016784668,21.049999237060547,59.459999084472656,93.47000122070312,57.38999938964844,30.979999542236328,54.810001373291016,100.41999816894531,115.4800033569336
2020-05-18,53.189998626708984,52.33000183105469,38.93000030517578,22.1299991607666,63.380001068115234,95.76000213623047,58.29999923706055,32.4900016784668,57.060001373291016,101.25,119.8499984741211
2020-05-19,52.68000030517578,52.31999969482422,37.84000015258789,21.59000015258789,62.56999969482422,95.41000366210938,57.22999954223633,31.860000610351562,56.119998931884766,100.02999877929688,119.41999816894531
2020-05-20,53.52000045776367,53.77000045776367,39.349998474121094,22.06999969482422,63.7400016784668,97.5,57.90999984741211,32.15999984741211,56.43000030517578,100.1500015258789,120.9800033569336
2020-05-21,53.0099983215332,53.38999938964844,38.720001220703125,22.0,63.88999938964844,96.13999938964844,57.27000045776367,32.0,55.86000061035156,99.41000366210938,121.41000366210938
2020-05-22,52.93000030517578,53.709999084472656,38.47999954223633,21.920000076293945,63.84000015258789,96.48999786376953,57.470001220703125,32.70000076293945,56.47999954223633,99.62000274658203,121.2300033569336
2020-05-26,54.380001068115234,53.86000061035156,39.54999923706055,23.059999465942383,66.5199966430664,96.38999938964844,57.779998779296875,33.7400016784668,56.849998474121094,99.44000244140625,123.1500015258789
2020-05-27,54.93000030517578,54.2400016784668,40.060001373291016,24.059999465942383,68.73999786376953,96.94000244140625,58.650001525878906,34.459999084472656,57.529998779296875,100.47000122070312,125.26000213623047
2020-05-28,55.439998626708984,53.72999954223633,38.939998626708984,23.68000030517578,68.08999633789062,96.75,59.16999816894531,34.849998474121094,59.22999954223633,101.77999877929688,123.73999786376953
2020-05-29,55.45000076293945,54.02000045776367,38.7599983215332,23.40999984741211,67.66999816894531,97.97000122070312,59.22999954223633,34.650001525878906,59.689998626708984,103.01000213623047,124.19000244140625
2020-06-01,55.83000183105469,54.63999938964844,39.439998626708984,23.68000030517578,67.81999969482422,97.94000244140625,59.63999938964844,35.34000015258789,60.400001525878906,101.98999786376953,125.37000274658203
2020-06-02,56.84000015258789,54.86000061035156,40.540000915527344,23.8700008392334,68.69999694824219,98.86000061035156,59.79999923706055,35.56999969482422,60.790000915527344,102.58000183105469,126.44000244140625
2020-06-03,58.130001068115234,55.029998779296875,41.72999954223633,24.760000228881836,71.37999725341797,99.62999725341797,59.880001068115234,36.41999816894531,61.52000045776367,102.37999725341797,128.8300018310547
2020-06-04,58.34000015258789,54.619998931884766,41.7400016784668,25.299999237060547,72.13999938964844,98.80999755859375,59.59000015258789,35.7400016784668,60.41999816894531,101.56999969482422,128.17999267578125
2020-06-05,59.83000183105469,55.5099983215332,44.84000015258789,26.239999771118164,74.79000091552734,101.41000366210938,60.41999816894531,37.04999923706055,61.189998626708984,103.20999908447266,131.25
2020-06-08,59.90999984741211,56.54999923706055,46.86000061035156,26.739999771118164,76.29000091552734,101.91999816894531,61.06999969482422,37.86000061035156,62.83000183105469,103.91999816894531,133.25
2020-06-09,59.18000030517578,56.40999984741211,45.099998474121094,26.170000076293945,74.38999938964844,102.4000015258789,60.56999969482422,37.41999816894531,61.56999969482422,102.83999633789062,132.2100067138672
2020-06-10,58.5099983215332,56.2400016784668,42.880001068115234,25.190000534057617,72.61000061035156,104.11000061035156,60.400001525878906,36.720001220703125,61.209999084472656,102.68000030517578,130.97000122070312
2020-06-11,53.9900016784668,53.650001525878906,38.84000015258789,23.1299991607666,67.51000213623047,98.13999938964844,58.11000061035156,34.45000076293945,58.81999969482422,96.97000122070312,124.11000061035156
2020-06-12,55.040000915527344,54.119998931884766,39.81999969482422,23.829999923706055,68.81999969482422,99.41000366210938,58.119998931884766,35.540000915527344,58.66999816894531,97.5999984741211,125.33999633789062
2020-06-15,55.619998931884766,54.9900016784668,39.939998626708984,24.15999984741211,69.5,100.37000274658203,58.790000915527344,35.9900016784668,59.06999969482422,97.81999969482422,126.52999877929688
2020-06-16,56.779998779296875,55.439998626708984,41.09000015258789,24.540000915527344,70.86000061035156,102.51000213623047,59.709999084472656,36.59000015258789,59.34000015258789,100.2300033569336,129.19000244140625
2020-06-17,56.310001373291016,55.5099983215332,39.689998626708984,24.170000076293945,70.3499984741211,102.48999786376953,59.619998931884766,36.15999984741211,59.15999984741211,100.12999725341797,128.85000610351562
2020-06-18,56.349998474121094,55.689998626708984,40.18000030517578,24.139999389648438,70.08999633789062,102.94999694824219,59.93000030517578,35.709999084472656,59.150001525878906,99.79000091552734,128.3800048828125
2020-06-19,56.18000030517578,55.540000915527344,39.56999969482422,23.979999542236328,69.2300033569336,102.23999786376953,59.619998931884766,35.349998474121094,57.4900016784668,100.75,127.37999725341797
2020-06-22,56.08000183105469,55.54999923706055,39.25,23.709999084472656,69.04000091552734,103.87999725341797,58.9900016784668,34.97999954223633,57.56999969482422,99.94000244140625,128.38999938964844
2020-06-23,56.209999084472656,55.90999984741211,39.290000915527344,23.81999969482422,69.05000305175781,104.62999725341797,58.900001525878906,34.849998474121094,56.9900016784668,100.37000274658203,129.39999389648438
2020-06-24,54.56999969482422,54.650001525878906,37.11000061035156,22.979999542236328,66.6500015258789,102.2699966430664,57.90999984741211,33.959999084472656,56.470001220703125,97.75,126.55000305175781
2020-06-25,55.25,54.88999938964844,37.81999969482422,23.59000015258789,67.38999938964844,103.58000183105469,58.31999969482422,34.31999969482422,55.77000045776367,98.70999908447266,126.72000122070312
2020-06-26,54.4900016784668,52.470001220703125,36.5099983215332,22.579999923706055,66.13999938964844,101.54000091552734,57.130001068115234,33.72999954223633,55.18000030517578,97.51000213623047,123.75
2020-06-29,55.54999923706055,53.439998626708984,37.0,22.829999923706055,68.30999755859375,102.6500015258789,58.209999084472656,34.310001373291016,56.220001220703125,98.38999938964844,126.0999984741211
2020-06-30,56.349998474121094,54.040000915527344,37.849998474121094,23.139999389648438,68.69999694824219,104.48999786376953,58.63999938964844,34.810001373291016,56.43000030517578,100.06999969482422,127.70999908447266
2020-07-01,56.470001220703125,55.380001068115234,36.93000030517578,22.940000534057617,68.38999938964844,104.66000366210938,58.689998626708984,35.7599983215332,57.75,100.83999633789062,129.0
2020-07-02,57.529998779296875,55.20000076293945,37.34000015258789,22.969999313354492,68.9800033569336,105.2699966430664,58.9900016784668,35.63999938964844,57.900001525878906,101.5999984741211,129.50999450683594
2020-07-06,58.349998474121094,56.310001373291016,37.45000076293945,23.40999984741211,69.97000122070312,107.11000061035156,59.279998779296875,35.68000030517578,57.189998626708984,102.62999725341797,132.5800018310547
2020-07-07,58.369998931884766,56.150001525878906,36.2599983215332,22.93000030517578,68.62999725341797,105.98999786376953,59.81999969482422,35.099998474121094,56.959999084472656,101.73999786376953,130.5
2020-07-08,57.540000915527344,56.650001525878906,36.22999954223633,23.170000076293945,68.62999725341797,107.72000122070312,59.66999816894531,35.08000183105469,57.470001220703125,101.75,131.88999938964844
2020-07-09,57.0,56.720001220703125,34.439998626708984,22.68000030517578,67.13999938964844,108.11000061035156,59.20000076293945,34.959999084472656,56.70000076293945,100.94999694824219,131.74000549316406
2020-07-10,57.9900016784668,57.70000076293945,35.540000915527344,23.459999084472656,68.01000213623047,108.08000183105469,60.290000915527344,35.0,57.77000045776367,100.70999908447266,133.30999755859375
2020-07-13,57.9900016784668,56.540000915527344,35.349998474121094,23.559999465942383,68.29000091552734,105.83999633789062,60.20000076293945,34.45000076293945,57.83000183105469,101.27999877929688,131.6199951171875
2020-07-14,59.45000076293945,57.099998474121094,36.59000015258789,23.68000030517578,69.7699966430664,107.05999755859375,61.08000183105469,34.790000915527344,58.369998931884766,103.29000091552734,132.92999267578125
2020-07-15,60.45000076293945,57.439998626708984,37.380001068115234,24.149999618530273,71.55000305175781,107.63999938964844,61.130001068115234,34.95000076293945,58.13999938964844,104.62999725341797,134.8300018310547
2020-07-16,60.650001525878906,57.540000915527344,37.209999084472656,24.149999618530273,71.56999969482422,106.30999755859375,61.2599983215332,34.540000915527344,58.880001068115234,104.45999908447266,134.47000122070312
2020-07-17,61.15999984741211,57.40999984741211,36.689998626708984,23.950000762939453,72.0,106.83000183105469,61.59000015258789,35.02000045776367,60.209999084472656,105.88999938964844,133.83999633789062
2020-07-20,60.630001068115234,58.099998474121094,36.08000183105469,23.84000015258789,71.12000274658203,109.55999755859375,60.970001220703125,34.689998626708984,59.41999816894531,105.87000274658203,135.97999572753906
2020-07-21,61.15999984741211,57.81999969482422,38.2599983215332,24.309999465942383,72.05999755859375,108.45999908447266,61.5,34.70000076293945,59.689998626708984,105.80000305175781,136.19000244140625
2020-07-22,61.869998931884766,57.880001068115234,37.790000915527344,24.309999465942383,72.63999938964844,109.33000183105469,61.9900016784668,35.119998931884766,60.61000061035156,106.75,137.36000061035156
2020-07-23,61.68000030517578,56.939998626708984,37.720001220703125,24.329999923706055,72.41999816894531,106.48999786376953,62.209999084472656,34.939998626708984,60.68000030517578,106.2699966430664,135.3000030517578
2020-07-24,61.470001220703125,56.849998474121094,37.5099983215332,24.270000457763672,71.83999633789062,105.19999694824219,62.130001068115234,34.79999923706055,60.279998779296875,105.0999984741211,135.5399932861328
2020-07-27,62.36000061035156,57.2400016784668,37.54999923706055,24.06999969482422,72.13999938964844,106.86000061035156,62.439998626708984,35.209999084472656,59.54999923706055,105.88999938964844,136.3800048828125
2020-07-28,60.9900016784668,56.650001525878906,36.90999984741211,24.010000228881836,71.63999938964844,105.61000061035156,62.66999816894531,35.91999816894531,60.45000076293945,105.7699966430664,135.02999877929688
2020-07-29,61.4900016784668,57.16999816894531,37.68000030517578,24.459999084472656,72.7300033569336,107.13999938964844,62.7599983215332,36.599998474121094,60.72999954223633,106.87999725341797,136.39999389648438
2020-07-30,60.29999923706055,57.33000183105469,36.20000076293945,24.020000457763672,72.0,107.73999786376953,62.7599983215332,36.29999923706055,60.72999954223633,106.13999938964844,136.2899932861328
2020-07-31,60.36000061035156,58.130001068115234,36.029998779296875,24.030000686645508,71.7300033569336,110.43000030517578,62.70000076293945,36.2599983215332,60.83000183105469,105.52999877929688,137.0
2020-08-03,60.02000045776367,58.18000030517578,36.15999984741211,24.100000381469727,72.02999877929688,113.1500015258789,62.529998779296875,35.68000030517578,60.16999816894531,106.62000274658203,136.7100067138672
